source_row_number,bmrb_id,pdb_id,valid_bmrb_id,valid_pdb_id,valid_identifier_pair,duplicate_mapping_pair,known_bmrb_id,known_pdb_id,identifier_excluded,identifier_screen_reason
1722,6996,2CEZ,True,True,True,False,False,False,False,eligible_for_shift_screen
1723,6997,2G46,True,True,True,False,False,False,False,eligible_for_shift_screen
1724,6998,2CFJ,True,True,True,False,False,False,False,eligible_for_shift_screen
1725,6999,2N5G,True,True,True,False,False,False,False,eligible_for_shift_screen
1726,7000,2A7Y,True,True,True,False,False,False,False,eligible_for_shift_screen
1727,7001,2G57,True,True,True,False,False,False,False,eligible_for_shift_screen
1728,7002,2G3Q,True,True,True,False,False,False,False,eligible_for_shift_screen
1729,7005,2DF0,True,True,True,False,False,False,False,eligible_for_shift_screen
1730,7006,2DEZ,True,True,True,False,False,False,False,eligible_for_shift_screen
1731,7007,2G0Q,True,True,True,False,False,False,False,eligible_for_shift_screen
1732,7008,2FWU,True,True,True,False,False,False,False,eligible_for_shift_screen
1733,7009,2FWS,True,True,True,False,False,False,False,eligible_for_shift_screen
1734,7010,2FLG,True,True,True,False,False,False,False,eligible_for_shift_screen
1735,7011,2FXZ,True,True,True,False,False,False,False,eligible_for_shift_screen
1736,7012,2FXY,True,True,True,False,False,False,False,eligible_for_shift_screen
1737,7014,2GDT,True,True,True,False,False,False,False,eligible_for_shift_screen
1738,7019,2GRI,True,True,True,False,False,False,False,eligible_for_shift_screen
1739,7019,2IDY,True,True,True,False,False,False,False,eligible_for_shift_screen
1740,7033,3THK,True,True,True,False,False,False,False,eligible_for_shift_screen
1741,7034,2GHF,True,True,True,False,False,False,False,eligible_for_shift_screen
1742,7035,2FRW,True,True,True,False,False,False,False,eligible_for_shift_screen
1743,7036,2FRY,True,True,True,False,False,False,False,eligible_for_shift_screen
1744,7050,2DJ9,True,True,True,False,False,False,False,eligible_for_shift_screen
1745,7051,2DJC,True,True,True,False,False,False,False,eligible_for_shift_screen
1746,7053,2V31,True,True,True,False,False,False,False,eligible_for_shift_screen
1747,7054,2GM2,True,True,True,False,False,False,False,eligible_for_shift_screen
1748,7056,2GMO,True,True,True,False,False,False,False,eligible_for_shift_screen
1749,7058,2DK9,True,True,True,False,False,False,False,eligible_for_shift_screen
1750,7061,2G35,True,True,True,False,False,False,False,eligible_for_shift_screen
1751,7063,2G7J,True,True,True,False,False,False,False,eligible_for_shift_screen
1752,7064,2GJ0,True,True,True,False,False,False,False,eligible_for_shift_screen
1753,7065,2G9L,True,True,True,False,False,False,False,eligible_for_shift_screen
1754,7067,2G31,True,True,True,False,False,False,False,eligible_for_shift_screen
1755,7068,2GA7,True,True,True,False,False,False,False,eligible_for_shift_screen
1756,7069,2G9O,True,True,True,False,False,False,False,eligible_for_shift_screen
1757,7070,2GO9,True,True,True,False,False,False,False,eligible_for_shift_screen
1758,7074,2GMG,True,True,True,False,False,False,False,eligible_for_shift_screen
1759,7075,2GPF,True,True,True,False,False,False,False,eligible_for_shift_screen
1760,7078,2AIH,True,True,True,False,False,False,False,eligible_for_shift_screen
1761,7079,2GQB,True,True,True,False,False,False,False,eligible_for_shift_screen
1762,7080,2G9J,True,True,True,False,False,False,False,eligible_for_shift_screen
1763,7083,2DJM,True,True,True,False,False,False,False,eligible_for_shift_screen
1764,7085,2GRG,True,True,True,False,False,False,False,eligible_for_shift_screen
1765,7087,2H0P,True,True,True,False,False,False,False,eligible_for_shift_screen
1766,7089,2MLS,True,True,True,False,False,False,False,eligible_for_shift_screen
1767,7092,2GL1,True,True,True,False,False,False,False,eligible_for_shift_screen
1768,7093,2GTV,True,True,True,False,False,False,False,eligible_for_shift_screen
1769,7095,2GOW,True,True,True,False,False,False,False,eligible_for_shift_screen
1770,7097,2GLO,True,True,True,False,False,False,False,eligible_for_shift_screen
1771,7098,2GM0,True,True,True,False,False,False,False,eligible_for_shift_screen
1772,7099,2GJI,True,True,True,False,False,False,False,eligible_for_shift_screen
1773,7101,2GJH,True,True,True,False,False,False,False,eligible_for_shift_screen
1774,7102,2GJF,True,True,True,False,False,False,False,eligible_for_shift_screen
1775,7103,2HJI,True,True,True,False,False,False,False,eligible_for_shift_screen
1776,7106,2JM5,True,True,True,False,False,False,False,eligible_for_shift_screen
1777,7106,2OWI,True,True,True,False,False,False,False,eligible_for_shift_screen
1778,7108,2GZY,True,True,True,False,False,False,False,eligible_for_shift_screen
1779,7109,2GZZ,True,True,True,False,False,False,False,eligible_for_shift_screen
1780,7111,2JZZ,True,True,True,False,False,False,False,eligible_for_shift_screen
1781,7112,2HWT,True,True,True,False,False,False,False,eligible_for_shift_screen
1782,7114,2H25,True,True,True,False,False,False,False,eligible_for_shift_screen
1783,7116,2GLW,True,True,True,False,False,False,False,eligible_for_shift_screen
1784,7117,2H1Z,True,True,True,False,False,False,False,eligible_for_shift_screen
1785,7119,2I3B,True,True,True,False,False,False,False,eligible_for_shift_screen
1786,7120,2GYT,True,True,True,False,False,False,False,eligible_for_shift_screen
1787,7121,2DO8,True,True,True,False,False,False,False,eligible_for_shift_screen
1788,7122,2G7H,True,True,True,False,False,False,False,eligible_for_shift_screen
1789,7124,2DQ5,True,True,True,False,False,False,False,eligible_for_shift_screen
1790,7125,2M6Z,True,True,True,False,False,False,False,eligible_for_shift_screen
1791,7127,2H41,True,True,True,False,False,False,False,eligible_for_shift_screen
1792,7127,2H45,True,True,True,False,False,False,False,eligible_for_shift_screen
1793,7128,2HA1,True,True,True,False,False,False,False,eligible_for_shift_screen
1794,7129,2GGR,True,True,True,False,False,False,False,eligible_for_shift_screen
1795,7137,2H7T,True,True,True,False,False,False,False,eligible_for_shift_screen
1796,7147,2H7B,True,True,True,False,False,False,False,eligible_for_shift_screen
1797,7150,2H7D,True,True,True,False,False,False,False,eligible_for_shift_screen
1798,7150,2H7E,True,True,True,False,False,False,False,eligible_for_shift_screen
1799,7151,2H80,True,True,True,False,False,False,False,eligible_for_shift_screen
1800,7158,2GQE,True,True,True,False,False,False,False,eligible_for_shift_screen
1801,7166,2H9X,True,True,True,False,False,False,False,eligible_for_shift_screen
1802,7167,2I3E,True,True,True,False,False,False,False,eligible_for_shift_screen
1803,7170,2HC5,True,True,True,False,False,False,False,eligible_for_shift_screen
1804,7177,2H8S,True,True,True,False,False,False,False,eligible_for_shift_screen
1805,7178,2GZP,True,True,True,False,False,False,False,eligible_for_shift_screen
1806,7180,2GZO,True,True,True,False,False,False,False,eligible_for_shift_screen
1807,7181,2H3J,True,True,True,False,False,False,False,eligible_for_shift_screen
1808,7182,2H7A,True,True,True,False,False,False,False,eligible_for_shift_screen
1809,7184,2GVS,True,True,True,False,False,False,False,eligible_for_shift_screen
1810,7185,2GUT,True,True,True,False,False,False,False,eligible_for_shift_screen
1811,7186,2GX1,True,True,True,False,False,False,False,eligible_for_shift_screen
1812,7189,2GI4,True,True,True,False,False,False,False,eligible_for_shift_screen
1813,7194,2HGH,True,True,True,False,False,False,False,eligible_for_shift_screen
1814,7201,2HJQ,True,True,True,False,False,False,False,eligible_for_shift_screen
1815,7205,2LCX,True,True,True,False,False,False,False,eligible_for_shift_screen
1816,7209,2IVW,True,True,True,False,False,False,False,eligible_for_shift_screen
1817,7220,2I85,True,True,True,False,False,False,False,eligible_for_shift_screen
1818,7223,2HJ8,True,True,True,False,False,False,False,eligible_for_shift_screen
1819,7224,2HG7,True,True,True,False,False,False,False,eligible_for_shift_screen
1820,7225,2HEP,True,True,True,False,False,False,False,eligible_for_shift_screen
1821,7226,2HGA,True,True,True,False,False,False,False,eligible_for_shift_screen
1822,7227,2HFI,True,True,True,False,False,False,False,eligible_for_shift_screen
1823,7228,2HI6,True,True,True,False,False,False,False,eligible_for_shift_screen
1824,7229,2HDL,True,True,True,False,False,False,False,eligible_for_shift_screen
1825,7230,2H49,True,True,True,False,False,False,False,eligible_for_shift_screen
1826,7232,2H3T,True,True,True,False,False,False,False,eligible_for_shift_screen
1827,7233,2H3S,True,True,True,False,False,False,False,eligible_for_shift_screen
1828,7233,2H4B,True,True,True,False,False,False,False,eligible_for_shift_screen
1829,7241,2HUG,True,True,True,False,False,False,False,eligible_for_shift_screen
1830,7243,2IZ4,True,True,True,False,False,False,False,eligible_for_shift_screen
1831,7251,2J0Z,True,True,True,False,False,False,False,eligible_for_shift_screen
1832,7252,2J10,True,True,True,False,False,False,False,eligible_for_shift_screen
1833,7252,2J11,True,True,True,False,False,False,False,eligible_for_shift_screen
1834,7256,2HFD,True,True,True,False,False,False,False,eligible_for_shift_screen
1835,7257,2HVZ,True,True,True,False,False,False,False,eligible_for_shift_screen
1836,7258,2HN8,True,True,True,False,False,False,False,eligible_for_shift_screen
1837,7259,2HTF,True,True,True,False,False,False,False,eligible_for_shift_screen
1838,7260,2HGC,True,True,True,False,False,False,False,eligible_for_shift_screen
1839,7261,2HJJ,True,True,True,False,False,False,False,eligible_for_shift_screen
1840,7262,2JM2,True,True,True,False,False,False,False,eligible_for_shift_screen
1841,7263,2I1P,True,True,True,False,False,False,False,eligible_for_shift_screen
1842,7266,2HFQ,True,True,True,False,False,False,False,eligible_for_shift_screen
1843,7268,2V37,True,True,True,False,False,False,False,eligible_for_shift_screen
1844,7269,2JNK,True,True,True,False,False,False,False,eligible_for_shift_screen
1845,7270,2O4E,True,True,True,False,False,False,False,eligible_for_shift_screen
1846,7271,2NNZ,True,True,True,False,False,False,False,eligible_for_shift_screen
1847,7272,2I59,True,True,True,False,False,False,False,eligible_for_shift_screen
1848,7273,2I1T,True,True,True,False,False,False,False,eligible_for_shift_screen
1849,7274,2HH8,True,True,True,False,False,False,False,eligible_for_shift_screen
1850,7276,2MEY,True,True,True,False,False,False,False,eligible_for_shift_screen
1851,7282,2I9M,True,True,True,False,False,False,False,eligible_for_shift_screen
1852,7283,2I9N,True,True,True,False,False,False,False,eligible_for_shift_screen
1853,7284,2I9O,True,True,True,False,False,False,False,eligible_for_shift_screen
1854,7285,2J4M,True,True,True,False,False,False,False,eligible_for_shift_screen
1855,7285,2J4N,True,True,True,False,False,False,False,eligible_for_shift_screen
1856,7287,2I7K,True,True,True,False,False,False,False,eligible_for_shift_screen
1857,7288,2J5D,True,True,True,False,False,False,False,eligible_for_shift_screen
1858,7291,2NPL,True,True,True,False,False,False,False,eligible_for_shift_screen
1859,7293,2I94,True,True,True,False,False,False,False,eligible_for_shift_screen
1860,7294,2IGZ,True,True,True,False,False,False,False,eligible_for_shift_screen
1861,7295,2IGZ,True,True,True,False,False,False,False,eligible_for_shift_screen
1862,7296,2I8F,True,True,True,False,False,False,False,eligible_for_shift_screen
1863,7297,2IDA,True,True,True,False,False,False,False,eligible_for_shift_screen
1864,7298,2I50,True,True,True,False,False,False,False,eligible_for_shift_screen
1865,7299,2J5H,True,True,True,False,False,False,False,eligible_for_shift_screen
1866,7301,2O3D,True,True,True,False,False,False,False,eligible_for_shift_screen
1867,7302,2I4K,True,True,True,False,False,False,False,eligible_for_shift_screen
1868,7305,2JM8,True,True,True,False,False,False,False,eligible_for_shift_screen
1869,7306,2JM9,True,True,True,False,False,False,False,eligible_for_shift_screen
1870,7306,2JMA,True,True,True,False,False,False,False,eligible_for_shift_screen
1871,7313,2IUE,True,True,True,False,False,False,False,eligible_for_shift_screen
1872,7314,2E34,True,True,True,False,False,False,False,eligible_for_shift_screen
1873,7315,2E35,True,True,True,False,False,False,False,eligible_for_shift_screen
1874,7315,2E36,True,True,True,False,False,False,False,eligible_for_shift_screen
1875,7320,2ITA,True,True,True,False,False,False,False,eligible_for_shift_screen
1876,7320,2NRG,True,True,True,False,False,False,False,eligible_for_shift_screen
1877,7322,2NLN,True,True,True,False,False,False,False,eligible_for_shift_screen
1878,7323,2NO8,True,True,True,False,False,False,False,eligible_for_shift_screen
1879,7324,2NPB,True,True,True,False,False,False,False,eligible_for_shift_screen
1880,7326,2NSV,True,True,True,False,False,False,False,eligible_for_shift_screen
1881,7327,2NSW,True,True,True,False,False,False,False,eligible_for_shift_screen
1882,7330,2E0H,True,True,True,False,False,False,False,eligible_for_shift_screen
1883,7339,2I9Y,True,True,True,False,False,False,False,eligible_for_shift_screen
1884,7341,2J15,True,True,True,False,False,False,False,eligible_for_shift_screen
1885,7342,2IWJ,True,True,True,False,False,False,False,eligible_for_shift_screen
1886,7349,2C0S,True,True,True,False,False,False,False,eligible_for_shift_screen
1887,7350,2BZB,True,True,True,False,False,False,False,eligible_for_shift_screen
1888,7351,2BZE,True,True,True,False,False,False,False,eligible_for_shift_screen
1889,7352,2BL6,True,True,True,False,False,False,False,eligible_for_shift_screen
1890,7354,2BJC,True,True,True,False,False,False,False,eligible_for_shift_screen
1891,7360,2IJY,True,True,True,False,False,False,False,eligible_for_shift_screen
1892,7361,2IT8,True,True,True,False,False,False,False,eligible_for_shift_screen
1893,7362,2NWT,True,True,True,False,False,False,False,eligible_for_shift_screen
1894,7364,2E5E,True,True,True,False,False,False,False,eligible_for_shift_screen
1895,7365,2E45,True,True,True,False,False,False,False,eligible_for_shift_screen
1896,7366,2NOC,True,True,True,False,False,False,False,eligible_for_shift_screen
1897,7367,2NS4,True,True,True,False,False,False,False,eligible_for_shift_screen
1898,7371,2OA4,True,True,True,False,False,False,False,eligible_for_shift_screen
1899,7376,2M30,True,True,True,False,False,False,False,eligible_for_shift_screen
1900,7381,2P0P,True,True,True,False,False,False,False,eligible_for_shift_screen
1901,7382,2OSR,True,True,True,False,False,False,False,eligible_for_shift_screen
1902,7383,2OSQ,True,True,True,False,False,False,False,eligible_for_shift_screen
1903,7384,2EC7,True,True,True,False,False,False,False,eligible_for_shift_screen
1904,7386,2P81,True,True,True,False,False,False,False,eligible_for_shift_screen
1905,7388,2P5J,True,True,True,False,False,False,False,eligible_for_shift_screen
1906,7389,2P5H,True,True,True,False,False,False,False,eligible_for_shift_screen
1907,7390,2JQR,True,True,True,False,False,False,False,eligible_for_shift_screen
1908,7392,2Z2G,True,True,True,False,False,False,False,eligible_for_shift_screen
1909,7395,2YZ0,True,True,True,False,False,False,False,eligible_for_shift_screen
1910,7396,2PP4,True,True,True,False,False,False,False,eligible_for_shift_screen
1911,7397,2YYF,True,True,True,False,False,False,False,eligible_for_shift_screen
1912,7399,2PJG,True,True,True,False,False,False,False,eligible_for_shift_screen
1913,7400,2PJI,True,True,True,False,False,False,False,eligible_for_shift_screen
1914,7401,2P6J,True,True,True,False,False,False,False,eligible_for_shift_screen
1915,7402,2PCO,True,True,True,False,False,False,False,eligible_for_shift_screen
1916,7403,2QH2,True,True,True,False,False,False,False,eligible_for_shift_screen
1917,7404,2QH3,True,True,True,False,False,False,False,eligible_for_shift_screen
1918,7405,2QH4,True,True,True,False,False,False,False,eligible_for_shift_screen
1919,7414,2JXY,True,True,True,False,False,False,False,eligible_for_shift_screen
1920,7415,2JXY,True,True,True,False,False,False,False,eligible_for_shift_screen
1921,7419,2V6Z,True,True,True,False,False,False,False,eligible_for_shift_screen
1922,7420,2JGW,True,True,True,False,False,False,False,eligible_for_shift_screen
1923,7421,2JGX,True,True,True,False,False,False,False,eligible_for_shift_screen
1924,7423,2K61,True,True,True,False,False,False,False,eligible_for_shift_screen
1925,7424,2K61,True,True,True,False,False,False,False,eligible_for_shift_screen
1926,7425,2K61,True,True,True,False,False,False,False,eligible_for_shift_screen
1927,7430,2K8V,True,True,True,False,False,False,False,eligible_for_shift_screen
1928,9500,1VDJ,True,True,True,False,False,False,False,eligible_for_shift_screen
1929,10001,2CZP,True,True,True,False,False,False,False,eligible_for_shift_screen
1930,10002,1VEX,True,True,True,False,False,False,False,eligible_for_shift_screen
1931,10006,1WFU,True,True,True,False,False,False,False,eligible_for_shift_screen
1932,10008,1WFT,True,True,True,False,False,False,False,eligible_for_shift_screen
1933,10009,1WFW,True,True,True,False,False,False,False,eligible_for_shift_screen
1934,10011,2COM,True,True,True,False,False,False,False,eligible_for_shift_screen
1935,10012,1VDI,True,True,True,False,False,False,False,eligible_for_shift_screen
1936,10013,1WIL,True,True,True,False,False,False,False,eligible_for_shift_screen
1937,10014,2F87,True,True,True,False,False,False,False,eligible_for_shift_screen
1938,10018,2FDT,True,True,True,False,False,False,False,eligible_for_shift_screen
1939,10019,2RQG,True,True,True,False,False,False,False,eligible_for_shift_screen
1940,10022,2E8D,True,True,True,False,False,False,False,eligible_for_shift_screen
1941,10024,2DW3,True,True,True,False,False,False,False,eligible_for_shift_screen
1942,10025,1UL7,True,True,True,False,False,False,False,eligible_for_shift_screen
1943,10026,1V5S,True,True,True,False,False,False,False,eligible_for_shift_screen
1944,10027,2E0G,True,True,True,False,False,False,False,eligible_for_shift_screen
1945,10028,2DWV,True,True,True,False,False,False,False,eligible_for_shift_screen
1946,10029,1WFV,True,True,True,False,False,False,False,eligible_for_shift_screen
1947,10030,1WJO,True,True,True,False,False,False,False,eligible_for_shift_screen
1948,10031,1WJR,True,True,True,False,False,False,False,eligible_for_shift_screen
1949,10032,1WJS,True,True,True,False,False,False,False,eligible_for_shift_screen
1950,10033,1WJZ,True,True,True,False,False,False,False,eligible_for_shift_screen
1951,10034,1WK0,True,True,True,False,False,False,False,eligible_for_shift_screen
1952,10035,1WK1,True,True,True,False,False,False,False,eligible_for_shift_screen
1953,10036,1WLM,True,True,True,False,False,False,False,eligible_for_shift_screen
1954,10037,1WJQ,True,True,True,False,False,False,False,eligible_for_shift_screen
1955,10038,1WJP,True,True,True,False,False,False,False,eligible_for_shift_screen
1956,10039,1WGQ,True,True,True,False,False,False,False,eligible_for_shift_screen
1957,10040,1WGR,True,True,True,False,False,False,False,eligible_for_shift_screen
1958,10041,1WGS,True,True,True,False,False,False,False,eligible_for_shift_screen
1959,10042,1WGV,True,True,True,False,False,False,False,eligible_for_shift_screen
1960,10043,1WGW,True,True,True,False,False,False,False,eligible_for_shift_screen
1961,10044,1WH5,True,True,True,False,False,False,False,eligible_for_shift_screen
1962,10045,1WH7,True,True,True,False,False,False,False,eligible_for_shift_screen
1963,10046,1WI0,True,True,True,False,False,False,False,eligible_for_shift_screen
1964,10047,2ECC,True,True,True,False,False,False,False,eligible_for_shift_screen
1965,10048,1WJI,True,True,True,False,False,False,False,eligible_for_shift_screen
1966,10049,1WJT,True,True,True,False,False,False,False,eligible_for_shift_screen
1967,10050,1WJU,True,True,True,False,False,False,False,eligible_for_shift_screen
1968,10054,1WFQ,True,True,True,False,False,False,False,eligible_for_shift_screen
1969,10055,1WFS,True,True,True,False,False,False,False,eligible_for_shift_screen
1970,10056,1WFY,True,True,True,False,False,False,False,eligible_for_shift_screen
1971,10057,1WFZ,True,True,True,False,False,False,False,eligible_for_shift_screen
1972,10058,1WIK,True,True,True,False,False,False,False,eligible_for_shift_screen
1973,10059,1WIN,True,True,True,False,False,False,False,eligible_for_shift_screen
1974,10060,1WJK,True,True,True,False,False,False,False,eligible_for_shift_screen
1975,10061,1WJL,True,True,True,False,False,False,False,eligible_for_shift_screen
1976,10063,1UE9,True,True,True,False,False,False,False,eligible_for_shift_screen
1977,10064,1UEW,True,True,True,False,False,False,False,eligible_for_shift_screen
1978,10065,1UFN,True,True,True,False,False,False,False,eligible_for_shift_screen
1979,10066,1UFX,True,True,True,False,False,False,False,eligible_for_shift_screen
1980,10067,1UHT,True,True,True,False,False,False,False,eligible_for_shift_screen
1981,10068,1UJO,True,True,True,False,False,False,False,eligible_for_shift_screen
1982,10069,1UJS,True,True,True,False,False,False,False,eligible_for_shift_screen
1983,10070,1WEZ,True,True,True,False,False,False,False,eligible_for_shift_screen
1984,10071,1WF1,True,True,True,False,False,False,False,eligible_for_shift_screen
1985,10072,1WF2,True,True,True,False,False,False,False,eligible_for_shift_screen
1986,10073,1WFJ,True,True,True,False,False,False,False,eligible_for_shift_screen
1987,10074,1WFM,True,True,True,False,False,False,False,eligible_for_shift_screen
1988,10075,1WFN,True,True,True,False,False,False,False,eligible_for_shift_screen
1989,10076,1WFO,True,True,True,False,False,False,False,eligible_for_shift_screen
1990,10077,1WI8,True,True,True,False,False,False,False,eligible_for_shift_screen
1991,10079,1V9V,True,True,True,False,False,False,False,eligible_for_shift_screen
1992,10080,1V9W,True,True,True,False,False,False,False,eligible_for_shift_screen
1993,10081,1VAE,True,True,True,False,False,False,False,eligible_for_shift_screen
1994,10082,1WEY,True,True,True,False,False,False,False,eligible_for_shift_screen
1995,10083,1WFG,True,True,True,False,False,False,False,eligible_for_shift_screen
1996,10084,1WFI,True,True,True,False,False,False,False,eligible_for_shift_screen
1997,10085,1WG5,True,True,True,False,False,False,False,eligible_for_shift_screen
1998,10086,1WGY,True,True,True,False,False,False,False,eligible_for_shift_screen
1999,10087,1WH3,True,True,True,False,False,False,False,eligible_for_shift_screen
2000,10088,1WHA,True,True,True,False,False,False,False,eligible_for_shift_screen
2001,10089,1WJ1,True,True,True,False,False,False,False,eligible_for_shift_screen
2002,10090,1WJJ,True,True,True,False,False,False,False,eligible_for_shift_screen
2003,10091,1WJN,True,True,True,False,False,False,False,eligible_for_shift_screen
2004,10092,1WH4,True,True,True,False,False,False,False,eligible_for_shift_screen
2005,10093,1WH6,True,True,True,False,False,False,False,eligible_for_shift_screen
2006,10094,1WH8,True,True,True,False,False,False,False,eligible_for_shift_screen
2007,10095,1WH9,True,True,True,False,False,False,False,eligible_for_shift_screen
2008,10097,1J0F,True,True,True,False,False,False,False,eligible_for_shift_screen
2009,10098,1R79,True,True,True,False,False,False,False,eligible_for_shift_screen
2010,10099,1UEM,True,True,True,False,False,False,False,eligible_for_shift_screen
2011,10100,1UEP,True,True,True,False,False,False,False,eligible_for_shift_screen
2012,10101,1UG7,True,True,True,False,False,False,False,eligible_for_shift_screen
2013,10102,1UJT,True,True,True,False,False,False,False,eligible_for_shift_screen
2014,10103,1UJU,True,True,True,False,False,False,False,eligible_for_shift_screen
2015,10104,1UJX,True,True,True,False,False,False,False,eligible_for_shift_screen
2016,10105,1V31,True,True,True,False,False,False,False,eligible_for_shift_screen
2017,10106,1V32,True,True,True,False,False,False,False,eligible_for_shift_screen
2018,10107,1V5K,True,True,True,False,False,False,False,eligible_for_shift_screen
2019,10108,1V5N,True,True,True,False,False,False,False,eligible_for_shift_screen
2020,10109,1V5Q,True,True,True,False,False,False,False,eligible_for_shift_screen
2021,10110,1V5R,True,True,True,False,False,False,False,eligible_for_shift_screen
2022,10111,1V63,True,True,True,False,False,False,False,eligible_for_shift_screen
2023,10112,1V86,True,True,True,False,False,False,False,eligible_for_shift_screen
2024,10113,1V5M,True,True,True,False,False,False,False,eligible_for_shift_screen
2025,10114,1V5U,True,True,True,False,False,False,False,eligible_for_shift_screen
2026,10115,1V88,True,True,True,False,False,False,False,eligible_for_shift_screen
2027,10118,2EXD,True,True,True,False,False,False,False,eligible_for_shift_screen
2028,10119,1IUR,True,True,True,False,False,False,False,eligible_for_shift_screen
2029,10120,1UFG,True,True,True,False,False,False,False,eligible_for_shift_screen
2030,10121,1J26,True,True,True,False,False,False,False,eligible_for_shift_screen
2031,10122,1J3T,True,True,True,False,False,False,False,eligible_for_shift_screen
2032,10123,1N27,True,True,True,False,False,False,False,eligible_for_shift_screen
2033,10124,1UJV,True,True,True,False,False,False,False,eligible_for_shift_screen
2034,10125,1WHN,True,True,True,False,False,False,False,eligible_for_shift_screen
2035,10126,1WHR,True,True,True,False,False,False,False,eligible_for_shift_screen
2036,10127,1WHU,True,True,True,False,False,False,False,eligible_for_shift_screen
2037,10128,1VA9,True,True,True,False,False,False,False,eligible_for_shift_screen
2038,10129,1WF5,True,True,True,False,False,False,False,eligible_for_shift_screen
2039,10130,1WF9,True,True,True,False,False,False,False,eligible_for_shift_screen
2040,10131,1V5P,True,True,True,False,False,False,False,eligible_for_shift_screen
2041,10132,2PAC,True,True,True,False,False,False,False,eligible_for_shift_screen
2042,10133,2PAC,True,True,True,False,False,False,False,eligible_for_shift_screen
2043,10136,1UFF,True,True,True,False,False,False,False,eligible_for_shift_screen
2044,10137,2E4J,True,True,True,False,False,False,False,eligible_for_shift_screen
2045,10138,2DOG,True,True,True,False,False,False,False,eligible_for_shift_screen
2046,10141,2E9G,True,True,True,False,False,False,False,eligible_for_shift_screen
2047,10142,2E9I,True,True,True,False,False,False,False,eligible_for_shift_screen
2048,10143,2E9J,True,True,True,False,False,False,False,eligible_for_shift_screen
2049,10144,2EE4,True,True,True,False,False,False,False,eligible_for_shift_screen
2050,10145,2EE5,True,True,True,False,False,False,False,eligible_for_shift_screen
2051,10146,2EE6,True,True,True,False,False,False,False,eligible_for_shift_screen
2052,10147,2EE7,True,True,True,False,False,False,False,eligible_for_shift_screen
2053,10148,2EE8,True,True,True,False,False,False,False,eligible_for_shift_screen
2054,10149,2E9K,True,True,True,False,False,False,False,eligible_for_shift_screen
2055,10150,2ELK,True,True,True,False,False,False,False,eligible_for_shift_screen
2056,10151,2EN6,True,True,True,False,False,False,False,eligible_for_shift_screen
2057,10152,2EN7,True,True,True,False,False,False,False,eligible_for_shift_screen
2058,10153,2EOV,True,True,True,False,False,False,False,eligible_for_shift_screen
2059,10154,2EOY,True,True,True,False,False,False,False,eligible_for_shift_screen
2060,10155,2EP2,True,True,True,False,False,False,False,eligible_for_shift_screen
2061,10156,2YTS,True,True,True,False,False,False,False,eligible_for_shift_screen
2062,10157,2EOS,True,True,True,False,False,False,False,eligible_for_shift_screen
2063,10158,2EOU,True,True,True,False,False,False,False,eligible_for_shift_screen
2064,10159,2EE9,True,True,True,False,False,False,False,eligible_for_shift_screen
2065,10160,2EEA,True,True,True,False,False,False,False,eligible_for_shift_screen
2066,10161,2EEB,True,True,True,False,False,False,False,eligible_for_shift_screen
2067,10162,2EEC,True,True,True,False,False,False,False,eligible_for_shift_screen
2068,10163,2EED,True,True,True,False,False,False,False,eligible_for_shift_screen
2069,10164,2EEE,True,True,True,False,False,False,False,eligible_for_shift_screen
2070,10165,2EEF,True,True,True,False,False,False,False,eligible_for_shift_screen
2071,10166,2EM1,True,True,True,False,False,False,False,eligible_for_shift_screen
2072,10167,2EM2,True,True,True,False,False,False,False,eligible_for_shift_screen
2073,10168,2EM3,True,True,True,False,False,False,False,eligible_for_shift_screen
2074,10169,2EN8,True,True,True,False,False,False,False,eligible_for_shift_screen
2075,10170,2EN9,True,True,True,False,False,False,False,eligible_for_shift_screen
2076,10171,2ENA,True,True,True,False,False,False,False,eligible_for_shift_screen
2077,10172,2ENC,True,True,True,False,False,False,False,eligible_for_shift_screen
2078,10173,2ENE,True,True,True,False,False,False,False,eligible_for_shift_screen
2079,10174,2ENF,True,True,True,False,False,False,False,eligible_for_shift_screen
2080,10175,2ENH,True,True,True,False,False,False,False,eligible_for_shift_screen
2081,10176,2YTM,True,True,True,False,False,False,False,eligible_for_shift_screen
2082,10177,2YTP,True,True,True,False,False,False,False,eligible_for_shift_screen
2083,10178,2YTT,True,True,True,False,False,False,False,eligible_for_shift_screen
2084,10179,2EM4,True,True,True,False,False,False,False,eligible_for_shift_screen
2085,10180,2EM7,True,True,True,False,False,False,False,eligible_for_shift_screen
2086,10181,2EM9,True,True,True,False,False,False,False,eligible_for_shift_screen
2087,10182,2EME,True,True,True,False,False,False,False,eligible_for_shift_screen
2088,10183,2EMF,True,True,True,False,False,False,False,eligible_for_shift_screen
2089,10184,2EMG,True,True,True,False,False,False,False,eligible_for_shift_screen
2090,10185,2YTF,True,True,True,False,False,False,False,eligible_for_shift_screen
2091,10186,2YTG,True,True,True,False,False,False,False,eligible_for_shift_screen
2092,10187,2YTH,True,True,True,False,False,False,False,eligible_for_shift_screen
2093,10188,2YTI,True,True,True,False,False,False,False,eligible_for_shift_screen
2094,10189,2EOM,True,True,True,False,False,False,False,eligible_for_shift_screen
2095,10191,2EOP,True,True,True,False,False,False,False,eligible_for_shift_screen
2096,10192,2EOQ,True,True,True,False,False,False,False,eligible_for_shift_screen
