entry_id,entity_key,shift_list_key,n_residue_keys,n_residues_with_h,n_residues_with_n,n_strict_unambiguous_hn_pairs,n_conflicting_h_residue_keys,n_conflicting_n_residue_keys,n_conflicting_residue_keys,n_identical_duplicate_h_keys,n_multiple_h_alias_keys,n_identical_duplicate_n_keys,meets_minimum_40_pairs,strict_pair_fraction,is_entry_maximum_group,eligible_for_entity_chain_alignment,final_entity_selected,final_shift_list_selected,selection_deferred_until_structure_alignment
17298,1,1,106,106,106,106,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17299,1,1,100,100,100,100,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17300,1,1,100,100,100,100,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17302,1,1,124,124,124,124,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17303,1,1,124,124,124,124,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17304,1,1,123,123,123,123,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17305,1,1,96,96,96,96,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17306,1,1,103,103,103,103,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17307,1,1,85,85,85,85,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17307,2,1,14,14,0,0,0,0,0,0,0,0,False,0.0,False,False,False,False,False
17311,1,1,154,154,153,153,0,0,0,0,0,0,True,0.9935064935064936,True,True,False,False,True
17312,1,1,102,102,102,102,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17312,2,1,5,5,0,0,0,0,0,0,0,0,False,0.0,False,False,False,False,False
17314,1,1,100,100,97,97,0,0,0,0,0,0,True,0.97,True,True,False,False,True
17315,1,1,91,91,91,91,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17318,1,1,120,120,120,120,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17319,1,1,111,111,111,111,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17320,1,1,103,103,103,103,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17321,1,1,61,61,61,61,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17322,1,1,61,61,61,61,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17323,1,1,142,142,142,142,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17324,1,1,80,80,80,80,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17327,1,1,215,215,215,215,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17329,1,1,162,162,162,162,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17330,1,1,42,42,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
17331,1,1,41,41,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
17343,1,1,128,128,127,127,0,0,0,0,0,0,True,0.9921875,True,True,False,False,True
17344,1,1,51,51,51,51,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17344,2,1,11,11,0,0,0,0,0,0,0,0,False,0.0,False,False,False,False,False
17345,1,1,85,85,85,85,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17346,1,1,37,37,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
17347,1,1,36,36,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
17352,1,1,107,107,107,107,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17353,1,1,145,145,145,145,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17354,1,1,144,143,144,143,0,0,0,0,0,0,True,0.9930555555555556,True,True,False,False,True
17355,1,1,91,91,91,91,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17356,1,1,18,18,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
17358,1,1,84,84,84,84,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17359,1,1,67,67,65,65,0,0,0,0,0,0,True,0.9701492537313433,True,True,False,False,True
17360,2,1,22,22,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
17363,1,1,154,154,154,154,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17364,1,1,124,124,124,124,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17365,1,1,97,97,97,97,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17368,1,1,103,103,103,103,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17370,1,1,113,113,113,113,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17371,1,1,72,72,72,72,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17374,1,1,130,130,130,130,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17377,1,1,8,8,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
17378,1,1,92,92,92,92,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17378,2,1,6,6,0,0,0,0,0,0,0,0,False,0.0,False,False,False,False,False
17381,1,1,84,84,84,84,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17382,1,1,172,172,172,172,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17383,1,1,70,70,70,70,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17388,1,1,97,97,97,97,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17389,1,1,144,144,143,143,0,0,0,0,0,0,True,0.9930555555555556,True,True,False,False,True
17390,1,1,153,153,153,153,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17391,1,1,75,75,75,75,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17392,1,1,108,108,108,108,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17393,1,1,107,107,107,107,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17394,1,1,36,36,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
17395,1,1,24,24,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
17396,1,1,43,43,43,43,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17398,1,1,97,97,96,96,0,0,0,0,0,0,True,0.9896907216494846,True,True,False,False,True
17399,1,1,144,144,144,144,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17402,1,1,62,62,62,62,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17403,1,1,138,138,138,138,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17405,1,1,94,94,93,93,0,0,0,0,0,0,True,0.9893617021276596,True,True,False,False,True
17407,1,1,59,59,59,59,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17407,2,1,20,20,20,20,0,0,0,0,0,0,False,1.0,False,False,False,False,False
17412,1,1,98,98,93,93,0,0,0,0,0,0,True,0.9489795918367347,True,True,False,False,True
17412,2,1,17,17,17,17,0,0,0,0,0,0,False,1.0,False,False,False,False,False
17414,1,1,131,131,131,131,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17415,1,1,295,295,292,292,0,0,0,0,0,0,True,0.9898305084745763,True,True,False,False,True
17418,1,1,173,173,173,173,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17419,1,1,62,62,62,62,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17420,1,1,131,131,131,131,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17421,1,1,145,145,145,145,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17424,1,1,39,39,38,38,0,0,0,0,0,0,False,0.9743589743589743,True,False,False,False,False
17425,1,1,66,63,66,63,0,0,0,0,0,0,True,0.9545454545454546,True,True,False,False,True
17429,1,1,104,104,104,104,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17430,1,1,20,20,20,0,20,20,20,0,0,0,False,0.0,True,False,False,False,False
17431,1,1,84,84,83,83,0,0,0,0,0,0,True,0.9880952380952381,True,True,False,False,True
17432,1,1,196,196,196,196,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17433,1,1,38,38,38,38,0,0,0,0,0,0,False,1.0,True,False,False,False,False
17434,1,1,35,35,35,35,0,0,0,0,0,0,False,1.0,True,False,False,False,False
17435,1,1,46,45,46,45,0,0,0,0,0,0,True,0.9782608695652174,True,True,False,False,True
17438,1,1,23,23,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
17441,1,1,23,23,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
17442,1,1,23,23,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
17443,1,1,130,130,130,130,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17447,1,1,162,162,162,162,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17448,1,1,101,101,101,101,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17449,1,1,1,1,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
17450,1,1,17,17,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
17451,1,1,115,115,115,115,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17453,1,1,59,58,59,58,0,0,0,0,0,0,True,0.9830508474576272,True,True,False,False,True
17456,1,1,71,71,69,69,0,0,0,0,0,0,True,0.971830985915493,True,True,False,False,True
17458,1,1,28,28,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
17475,1,1,75,75,75,75,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17477,1,1,149,149,149,149,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17478,1,1,126,126,126,126,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17479,1,1,238,238,237,237,0,0,0,0,0,0,True,0.9957983193277311,True,True,False,False,True
17481,1,1,139,139,138,138,0,0,0,0,0,0,True,0.9928057553956835,True,True,False,False,True
17482,1,1,102,102,102,102,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17484,1,1,57,57,57,57,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17485,2,1,88,88,88,88,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17485,1,1,38,38,38,38,0,0,0,0,0,0,False,1.0,False,False,False,False,False
17488,1,1,40,40,40,40,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17489,1,1,66,65,66,65,0,0,0,0,0,0,True,0.9848484848484849,True,True,False,False,True
17490,1,1,106,106,106,106,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17492,1,1,29,29,29,29,0,0,0,0,0,0,False,1.0,True,False,False,False,False
17493,1,1,164,164,164,164,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17494,1,1,31,31,31,31,0,0,0,0,0,0,False,1.0,True,False,False,False,False
17495,1,1,29,29,29,29,0,0,0,0,0,0,False,1.0,True,False,False,False,False
17500,1,1,34,34,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
17501,1,1,177,177,177,177,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17502,1,1,88,88,88,88,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17504,2,1,15,15,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
17508,1,1,80,80,80,80,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17509,1,1,135,135,135,135,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17512,1,1,135,135,135,135,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17515,1,1,100,100,100,100,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17518,1,1,97,96,96,95,0,0,0,0,0,0,True,0.979381443298969,True,True,False,False,True
17519,1,1,97,92,97,92,0,0,0,0,0,0,True,0.9484536082474226,True,True,False,False,True
17521,1,1,238,238,238,238,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17523,1,1,168,168,167,167,0,0,0,0,0,0,True,0.9940476190476191,True,True,False,False,True
17524,1,1,138,138,134,134,0,0,0,0,0,0,True,0.9710144927536232,True,True,False,False,True
17525,1,1,77,77,77,77,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17529,1,1,34,34,22,22,0,0,0,0,0,0,False,0.6470588235294118,True,False,False,False,False
17529,2,1,7,7,0,0,0,0,0,0,0,0,False,0.0,False,False,False,False,False
17530,1,1,138,138,134,134,0,0,0,0,0,0,True,0.9710144927536232,True,True,False,False,True
17531,1,1,26,26,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
17532,1,1,139,139,139,139,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17533,1,1,28,28,28,28,0,0,0,0,0,0,False,1.0,True,False,False,False,False
17534,1,1,123,123,123,123,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17536,1,1,92,92,92,92,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17536,2,1,12,12,0,0,0,0,0,0,0,0,False,0.0,False,False,False,False,False
17537,1,1,34,34,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
17538,1,1,31,31,30,30,0,0,0,0,0,0,False,0.967741935483871,True,False,False,False,False
17539,1,1,33,33,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
17540,1,1,33,33,28,28,0,0,0,0,0,0,False,0.8484848484848485,True,False,False,False,False
17541,1,1,31,31,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
17542,1,1,31,31,19,19,0,0,0,0,0,0,False,0.6129032258064516,True,False,False,False,False
17543,1,1,31,31,17,17,0,0,0,0,0,0,False,0.5483870967741935,True,False,False,False,False
17543,2,1,6,6,0,0,0,0,0,0,0,0,False,0.0,False,False,False,False,False
17544,1,1,33,33,33,33,0,0,0,0,0,0,False,1.0,True,False,False,False,False
17544,2,1,8,8,0,0,0,0,0,0,0,0,False,0.0,False,False,False,False,False
17545,1,1,33,33,32,32,0,0,0,0,0,0,False,0.9696969696969697,True,False,False,False,False
17545,2,1,3,3,0,0,0,0,0,0,0,0,False,0.0,False,False,False,False,False
17546,1,1,142,142,142,142,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17547,1,1,42,42,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
17551,1,1,123,122,123,122,0,0,0,0,0,0,True,0.991869918699187,True,True,False,False,True
17553,1,1,85,84,85,84,0,0,0,0,0,0,True,0.9882352941176471,True,True,False,False,True
17554,1,1,119,119,119,119,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17557,1,1,64,64,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
17557,2,1,62,62,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
17558,1,1,25,25,25,25,0,0,0,0,0,0,False,1.0,True,False,False,False,False
17561,1,1,77,77,77,68,9,9,9,68,0,68,True,0.8831168831168831,True,True,False,False,True
17569,1,1,133,133,133,133,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17569,2,1,7,7,0,0,0,0,0,0,0,0,False,0.0,False,False,False,False,False
17571,1,1,77,77,74,74,0,0,0,0,0,0,True,0.961038961038961,True,True,False,False,True
17574,1,1,82,82,82,82,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17575,1,1,116,116,116,116,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17576,1,1,155,155,152,152,0,0,0,0,0,0,True,0.9806451612903225,True,True,False,False,True
17577,1,1,146,146,146,146,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17578,1,1,109,109,109,109,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17579,1,1,110,110,110,110,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17582,1,1,149,149,148,148,0,0,0,0,0,0,True,0.9932885906040269,True,True,False,False,True
17582,1,2,13,13,13,13,0,0,0,0,0,0,False,1.0,False,False,False,False,False
17583,1,1,28,28,28,28,0,0,0,0,0,0,False,1.0,True,False,False,False,False
17584,1,1,18,18,18,18,0,0,0,0,0,0,False,1.0,True,False,False,False,False
17585,1,1,121,121,121,121,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17586,1,1,97,97,97,97,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17588,1,1,100,100,99,99,0,0,0,0,0,0,True,0.99,True,True,False,False,True
17594,1,1,84,84,84,84,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17595,1,1,152,152,152,152,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17596,1,1,109,108,109,108,0,0,0,0,0,0,True,0.9908256880733946,True,True,False,False,True
17596,1,2,105,104,105,104,0,0,0,0,0,0,True,0.9904761904761905,False,True,False,False,True
17598,1,1,100,100,99,99,0,0,0,0,0,0,True,0.99,True,True,False,False,True
17599,1,1,117,117,117,117,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17600,1,1,96,96,95,95,0,0,0,0,0,0,True,0.9895833333333334,True,True,False,False,True
17603,1,1,159,159,159,159,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17604,1,1,159,153,158,152,0,0,0,0,0,0,True,0.9559748427672956,True,True,False,False,True
17606,1,1,68,68,67,67,0,0,0,0,0,0,True,0.9852941176470589,True,True,False,False,True
17607,1,1,109,109,109,109,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17608,1,1,247,247,246,246,0,0,0,0,0,0,True,0.9959514170040485,True,True,False,False,True
17609,1,1,56,56,56,56,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17610,1,1,163,163,163,163,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17611,1,1,133,133,133,133,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17612,1,1,103,103,103,103,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17613,1,1,123,123,122,122,0,0,0,0,0,0,True,0.991869918699187,True,True,False,False,True
17614,1,1,249,249,236,236,0,0,0,0,0,0,True,0.9477911646586346,True,True,False,False,True
17615,1,1,58,58,58,58,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17617,1,1,24,24,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
17618,1,1,18,18,18,18,0,0,0,0,0,0,False,1.0,True,False,False,False,False
17618,3,1,1,0,1,0,0,0,0,0,0,0,False,0.0,False,False,False,False,False
17619,1,1,18,18,17,17,0,0,0,0,0,0,False,0.9444444444444444,True,False,False,False,False
17619,3,1,1,0,1,0,0,0,0,0,0,0,False,0.0,False,False,False,False,False
17621,1,1,79,78,69,68,0,0,0,0,0,0,True,0.8607594936708861,True,True,False,False,True
17622,1,1,171,171,171,171,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17623,1,1,172,169,171,168,0,0,0,0,0,0,True,0.9767441860465116,True,True,False,False,True
17625,1,1,102,101,102,101,0,0,0,0,0,0,True,0.9901960784313726,True,True,False,False,True
17628,1,1,84,84,84,84,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17629,1,1,63,63,63,63,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17629,2,1,10,10,0,0,0,0,0,0,0,0,False,0.0,False,False,False,False,False
17632,1,1,95,95,95,95,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17632,2,1,11,11,0,0,0,0,0,0,0,0,False,0.0,False,False,False,False,False
17633,1,1,219,219,219,219,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17634,1,1,62,62,62,62,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17635,1,1,103,103,103,103,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17636,1,1,113,113,112,112,0,0,0,0,0,0,True,0.9911504424778761,True,True,False,False,True
17638,1,1,49,49,48,48,0,0,0,0,0,0,True,0.9795918367346939,True,True,False,False,True
17639,1,1,49,49,49,49,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17642,1,1,15,15,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
17643,1,1,241,241,241,241,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17644,1,1,15,15,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
17645,1,1,83,83,83,83,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17646,1,1,163,163,163,163,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17651,1,1,128,128,128,128,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17653,1,1,85,85,85,85,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17653,2,1,71,71,71,71,0,0,0,0,0,0,True,1.0,False,True,False,False,True
17657,1,1,11,11,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
17658,1,1,11,11,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
17659,1,1,13,13,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
17661,1,1,24,24,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
17662,1,1,22,22,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
17667,1,1,70,70,70,70,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17668,1,1,99,92,99,92,0,0,0,0,0,0,True,0.9292929292929293,True,True,False,False,True
17669,1,1,14,14,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
17670,1,1,154,154,153,153,0,0,0,0,0,0,True,0.9935064935064936,True,True,False,False,True
17673,1,1,70,70,69,69,0,0,0,0,0,0,True,0.9857142857142858,True,True,False,False,True
17679,1,1,55,55,55,55,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17680,1,1,76,76,76,76,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17681,1,1,31,31,31,31,0,0,0,0,0,0,False,1.0,True,False,False,False,False
17683,1,1,106,106,105,105,0,0,0,0,0,0,True,0.9905660377358491,True,True,False,False,True
17685,1,1,87,87,87,87,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17686,1,1,141,141,140,140,0,0,0,0,0,0,True,0.9929078014184397,True,True,False,False,True
17687,1,1,90,90,90,90,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17688,1,1,132,132,132,132,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17689,1,1,55,55,53,53,0,0,0,0,0,0,True,0.9636363636363636,True,True,False,False,True
17690,1,1,40,40,40,40,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17691,1,1,75,0,75,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
17693,1,1,113,113,113,113,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17693,1,2,18,18,18,18,0,0,0,0,0,0,False,1.0,False,False,False,False,False
17693,2,1,3,3,3,3,0,0,0,0,0,0,False,1.0,False,False,False,False,False
17694,1,1,136,136,136,136,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17699,1,1,20,20,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
17701,1,1,159,159,159,159,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17702,1,1,103,103,103,103,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17702,2,1,18,18,18,18,0,0,0,0,0,0,False,1.0,False,False,False,False,False
17703,1,1,225,225,225,225,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17704,1,1,74,74,74,74,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17705,1,1,93,93,91,91,0,0,0,0,0,0,True,0.978494623655914,True,True,False,False,True
17706,1,1,92,92,90,90,0,0,0,0,0,0,True,0.9782608695652174,True,True,False,False,True
17707,1,1,90,90,88,88,0,0,0,0,0,0,True,0.9777777777777777,True,True,False,False,True
17710,2,1,120,67,120,67,0,0,0,0,0,0,True,0.5583333333333333,True,True,False,False,True
17710,1,1,154,0,154,0,0,0,0,0,0,0,False,0.0,False,False,False,False,False
17711,1,1,174,174,174,174,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17711,2,1,23,23,23,23,0,0,0,0,0,0,False,1.0,False,False,False,False,False
17713,1,1,109,109,109,109,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17714,1,1,133,133,133,133,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17716,1,1,64,64,64,64,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17717,1,1,202,202,202,202,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17719,1,1,60,60,60,60,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17720,1,1,59,59,59,59,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17723,1,1,140,140,140,140,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17726,1,1,10,10,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
17727,1,1,39,0,39,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
17729,1,1,49,49,49,49,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17731,1,1,28,28,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
17732,1,1,66,66,65,65,0,0,0,0,0,0,True,0.9848484848484849,True,True,False,False,True
17733,1,1,29,29,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
17734,1,1,122,122,121,121,0,0,0,0,0,0,True,0.9918032786885246,True,True,False,False,True
17735,1,1,112,112,112,112,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17736,1,1,165,165,164,164,0,0,0,0,0,0,True,0.9939393939393939,True,True,False,False,True
17737,1,1,94,94,94,94,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17738,1,1,212,212,212,212,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17739,1,1,81,81,81,81,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17741,1,1,97,97,97,97,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17742,1,1,115,115,115,115,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17745,1,1,139,139,139,139,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17747,1,1,131,131,130,130,0,0,0,0,0,0,True,0.9923664122137404,True,True,False,False,True
17749,1,1,109,109,109,109,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17750,1,1,106,106,106,106,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17751,1,1,108,108,108,108,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17752,1,1,98,98,98,98,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17753,1,1,44,44,44,44,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17754,1,1,112,112,112,112,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17762,1,1,117,117,117,117,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17763,1,1,53,53,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
17764,1,1,38,38,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
17765,1,1,65,65,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
17767,1,1,116,116,116,116,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17768,1,1,102,102,100,100,0,0,0,0,0,0,True,0.9803921568627451,True,True,False,False,True
17771,1,1,143,143,143,143,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17771,1,2,141,141,141,141,0,0,0,0,0,0,True,1.0,False,True,False,False,True
17771,2,1,26,26,26,26,0,0,0,0,0,0,False,1.0,False,False,False,False,False
17771,2,2,26,26,26,26,0,0,0,0,0,0,False,1.0,False,False,False,False,False
17772,1,1,83,83,83,83,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17775,1,1,101,101,100,100,0,0,0,0,0,0,True,0.9900990099009901,True,True,False,False,True
17776,1,1,92,92,92,92,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17779,1,1,53,53,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
17780,1,1,131,131,131,131,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17783,1,1,94,94,94,94,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17784,1,1,140,140,140,140,0,0,0,0,0,0,True,1.0,True,True,False,False,True
17784,2,1,55,55,55,55,0,0,0,0,0,0,True,1.0,False,True,False,False,True
17792,1,1,39,39,39,39,0,0,0,0,0,0,False,1.0,True,False,False,False,False
17797,1,1,33,33,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
17798,1,1,33,33,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
17799,1,1,117,117,116,116,0,0,0,0,0,0,True,0.9914529914529915,True,True,False,False,True
17803,1,1,21,21,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
17803,2,1,29,29,0,0,0,0,0,0,0,0,False,0.0,True,False,False,False,False
