request_rank,bmrb_id,n_candidate_pdb_ids,candidate_pdb_ids,n_entity_shift_list_groups,n_entities,n_shift_list_keys,maximum_strict_hn_pairs,total_strict_hn_pairs_across_groups,n_groups_meeting_minimum_40,total_conflicting_residue_keys,total_multiple_h_alias_keys,n_groups_tied_for_maximum,has_group_meeting_minimum_40,multiple_groups_meeting_minimum_40,unique_best_group,maximum_pair_count_bin,has_any_retained_h_or_n,shift_screen_eligible,shift_screen_status,final_entity_selected,final_shift_list_selected,requires_entity_chain_alignment,reference_correction_applied,hierarchical_b_j_used
1923,11133,1,2D85,1,1,1,107,107,1,0,0,1,True,False,True,100-149,True,True,eligible_for_structure_screen,False,False,True,False,False
1924,11134,1,2D7L,1,1,1,67,67,1,0,0,1,True,False,True,60-79,True,True,eligible_for_structure_screen,False,False,True,False,False
1925,11135,1,2CTJ,1,1,1,78,78,1,0,0,1,True,False,True,60-79,True,True,eligible_for_structure_screen,False,False,True,False,False
1926,11136,1,2CTK,1,1,1,89,89,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
1927,11137,1,2CTM,1,1,1,81,81,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
1928,11138,1,2CTL,1,1,1,84,84,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
1929,11139,1,2CTE,1,1,1,81,81,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
193,4927,1,1N02,1,1,1,96,96,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
1930,11140,1,2CTF,1,1,1,88,88,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
1931,11141,1,2D86,1,1,1,123,123,1,0,0,1,True,False,True,100-149,True,True,eligible_for_structure_screen,False,False,True,False,False
1932,11142,1,2D87,1,1,1,108,108,1,0,0,1,True,False,True,100-149,True,True,eligible_for_structure_screen,False,False,True,False,False
1933,11143,1,2D88,1,1,1,106,106,1,0,0,1,True,False,True,100-149,True,True,eligible_for_structure_screen,False,False,True,False,False
1934,11144,1,2YUA,1,1,1,84,84,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
1935,11145,1,2D89,1,1,1,100,100,1,0,0,1,True,False,True,100-149,True,True,eligible_for_structure_screen,False,False,True,False,False
1936,11146,1,2E9H,1,1,1,139,139,1,0,0,1,True,False,True,100-149,True,True,eligible_for_structure_screen,False,False,True,False,False
1937,11147,1,2YRQ,1,1,1,155,155,1,0,0,1,True,False,True,150-199,True,True,eligible_for_structure_screen,False,False,True,False,False
1938,11148,1,2YRP,1,1,1,104,104,1,0,0,1,True,False,True,100-149,True,True,eligible_for_structure_screen,False,False,True,False,False
1939,11150,1,2YS0,1,1,1,40,40,1,0,0,1,True,False,True,40-59,True,True,eligible_for_structure_screen,False,False,True,False,False
194,4929,1,1XDX,1,1,1,110,110,1,0,0,1,True,False,True,100-149,True,True,eligible_for_structure_screen,False,False,True,False,False
1940,11151,1,2YUU,1,1,1,63,63,1,0,0,1,True,False,True,60-79,True,True,eligible_for_structure_screen,False,False,True,False,False
1941,11152,1,2YRZ,1,1,1,98,98,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
1942,11153,1,2ED1,1,1,1,60,60,1,0,0,1,True,False,True,60-79,True,True,eligible_for_structure_screen,False,False,True,False,False
1943,11154,1,2ECZ,1,1,1,56,56,1,0,0,1,True,False,True,40-59,True,True,eligible_for_structure_screen,False,False,True,False,False
1944,11155,1,2ED0,1,1,1,64,64,1,0,0,1,True,False,True,60-79,True,True,eligible_for_structure_screen,False,False,True,False,False
1945,11156,1,2YUN,1,1,1,66,66,1,0,0,1,True,False,True,60-79,True,True,eligible_for_structure_screen,False,False,True,False,False
1946,11157,1,2YS2,1,1,1,35,35,0,0,0,1,False,False,True,20-39,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
1947,11158,1,2YUL,1,1,1,65,65,1,0,0,1,True,False,True,60-79,True,True,eligible_for_structure_screen,False,False,True,False,False
1948,11159,1,2YUR,1,1,1,60,60,1,0,0,1,True,False,True,60-79,True,True,eligible_for_structure_screen,False,False,True,False,False
1949,11160,1,2YUK,1,1,1,77,77,1,0,0,1,True,False,True,60-79,True,True,eligible_for_structure_screen,False,False,True,False,False
195,4930,1,1PS2,1,1,1,52,52,1,0,0,1,True,False,True,40-59,True,True,eligible_for_structure_screen,False,False,True,False,False
1950,11161,1,2ECW,1,1,1,72,72,1,0,0,1,True,False,True,60-79,True,True,eligible_for_structure_screen,False,False,True,False,False
1951,11162,1,2ECT,1,1,1,66,66,1,0,0,1,True,False,True,60-79,True,True,eligible_for_structure_screen,False,False,True,False,False
1952,11163,1,2ECV,1,1,1,65,65,1,0,0,1,True,False,True,60-79,True,True,eligible_for_structure_screen,False,False,True,False,False
1953,11164,1,2ECY,1,1,1,57,57,1,0,0,1,True,False,True,40-59,True,True,eligible_for_structure_screen,False,False,True,False,False
1954,11165,1,2EOI,1,1,1,32,32,0,0,0,1,False,False,True,20-39,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
1955,11166,1,2EOL,1,1,1,31,31,0,0,0,1,False,False,True,20-39,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
1956,11167,1,2EOE,1,1,1,28,28,0,0,0,1,False,False,True,20-39,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
1957,11168,1,2YTN,1,1,1,25,25,0,0,0,1,False,False,True,20-39,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
1958,11169,1,2EP1,1,1,1,29,29,0,0,0,1,False,False,True,20-39,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
1959,11170,1,2EP3,1,1,1,32,32,0,0,0,1,False,False,True,20-39,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
196,4933,1,1PS2,1,1,1,52,52,1,0,0,1,True,False,True,40-59,True,True,eligible_for_structure_screen,False,False,True,False,False
1960,11171,1,2YTO,1,1,1,28,28,0,0,0,1,False,False,True,20-39,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
1961,11173,1,2DAG,1,1,1,52,52,1,0,0,1,True,False,True,40-59,True,True,eligible_for_structure_screen,False,False,True,False,False
1962,11175,1,2RR8,1,1,1,167,167,1,0,0,1,True,False,True,150-199,True,True,eligible_for_structure_screen,False,False,True,False,False
1963,11176,1,2RRC,0,0,0,0,0,0,0,0,0,False,False,False,,False,False,no_retained_h_or_n,False,False,False,False,False
1964,11178,1,1UGV,1,1,1,57,57,1,0,0,1,True,False,True,40-59,True,True,eligible_for_structure_screen,False,False,True,False,False
1965,11179,1,1WI7,1,1,1,63,63,1,0,0,1,True,False,True,60-79,True,True,eligible_for_structure_screen,False,False,True,False,False
1966,11180,1,1WIE,1,1,1,88,88,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
1967,11181,1,1WJ3,1,1,1,96,96,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
1968,11182,1,2CSS,1,1,1,106,106,1,0,0,1,True,False,True,100-149,True,True,eligible_for_structure_screen,False,False,True,False,False
1969,11183,1,2CSP,1,1,1,101,101,1,0,0,1,True,False,True,100-149,True,True,eligible_for_structure_screen,False,False,True,False,False
197,4935,2,1KVN;1KVV,1,1,1,90,90,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
1970,11184,1,2CSQ,1,1,1,79,79,1,0,0,1,True,False,True,60-79,True,True,eligible_for_structure_screen,False,False,True,False,False
1971,11185,1,2CSI,1,1,1,63,63,1,0,0,1,True,False,True,60-79,True,True,eligible_for_structure_screen,False,False,True,False,False
1972,11186,1,2D92,1,1,1,92,92,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
1973,11187,1,2DAZ,1,1,1,105,105,1,0,0,1,True,False,True,100-149,True,True,eligible_for_structure_screen,False,False,True,False,False
1974,11188,1,2DB5,1,1,1,105,105,1,0,0,1,True,False,True,100-149,True,True,eligible_for_structure_screen,False,False,True,False,False
1975,11189,1,2DLU,1,1,1,94,94,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
1976,11190,1,2DMZ,1,1,1,111,111,1,0,0,1,True,False,True,100-149,True,True,eligible_for_structure_screen,False,False,True,False,False
1977,11191,1,2DM8,1,1,1,95,95,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
1978,11192,1,2DLT,1,1,1,95,95,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
1979,11193,1,2EGA,1,1,1,60,60,1,0,0,1,True,False,True,60-79,True,True,eligible_for_structure_screen,False,False,True,False,False
198,4938,1,1I17,1,1,1,128,128,1,0,0,1,True,False,True,100-149,True,True,eligible_for_structure_screen,False,False,True,False,False
1980,11194,1,2EGC,1,1,1,60,60,1,0,0,1,True,False,True,60-79,True,True,eligible_for_structure_screen,False,False,True,False,False
1981,11195,1,2DLS,1,1,1,75,75,1,0,0,1,True,False,True,60-79,True,True,eligible_for_structure_screen,False,False,True,False,False
1982,11196,1,2EGE,1,1,1,64,64,1,0,0,1,True,False,True,60-79,True,True,eligible_for_structure_screen,False,False,True,False,False
1983,11197,1,2EHR,1,1,1,97,97,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
1984,11198,1,1UM7,1,1,1,105,105,1,0,0,1,True,False,True,100-149,True,True,eligible_for_structure_screen,False,False,True,False,False
1985,11199,1,1WF7,1,1,1,96,96,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
1986,11200,1,1VA8,1,1,1,107,107,1,0,0,1,True,False,True,100-149,True,True,eligible_for_structure_screen,False,False,True,False,False
1987,11201,1,1WH1,1,1,1,119,119,1,0,0,1,True,False,True,100-149,True,True,eligible_for_structure_screen,False,False,True,False,False
1988,11202,1,1WF8,1,1,1,101,101,1,0,0,1,True,False,True,100-149,True,True,eligible_for_structure_screen,False,False,True,False,False
1989,11203,1,1X5M,1,1,1,113,113,1,0,0,1,True,False,True,100-149,True,True,eligible_for_structure_screen,False,False,True,False,False
199,4939,1,1FU9,1,1,1,33,33,0,0,0,1,False,False,True,20-39,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
1990,11204,1,1X5N,1,1,1,100,100,1,0,0,1,True,False,True,100-149,True,True,eligible_for_structure_screen,False,False,True,False,False
1991,11205,1,2COT,1,1,1,62,62,1,0,0,1,True,False,True,60-79,True,True,eligible_for_structure_screen,False,False,True,False,False
1992,11206,1,1X5R,1,1,1,95,95,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
1993,11207,1,1X5Q,1,1,1,98,98,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
1994,11208,1,1X5L,1,1,1,95,95,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
1995,11209,1,1X43,1,1,1,64,64,1,0,0,1,True,False,True,60-79,True,True,eligible_for_structure_screen,False,False,True,False,False
1996,11210,1,1X45,1,1,1,87,87,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
1997,11211,1,1X44,1,1,1,92,92,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
1998,11212,1,2DAV,1,1,1,106,106,1,0,0,1,True,False,True,100-149,True,True,eligible_for_structure_screen,False,False,True,False,False
1999,11213,1,2D8H,1,1,1,68,68,1,0,0,1,True,False,True,60-79,True,True,eligible_for_structure_screen,False,False,True,False,False
2,4120,1,1A60,0,0,0,0,0,0,0,0,0,False,False,False,,False,False,no_retained_h_or_n,False,False,False,False,False
20,4208,1,2DVH,1,1,1,0,0,0,0,0,1,False,False,True,0,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
200,4941,1,1JJR,1,1,1,83,83,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
2000,11214,1,2D8J,1,1,1,70,70,1,0,0,1,True,False,True,60-79,True,True,eligible_for_structure_screen,False,False,True,False,False
2001,11215,1,2D8I,1,1,1,98,98,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
2002,11216,1,2D90,1,1,1,91,91,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
2003,11217,1,2DL4,1,1,1,58,58,1,0,0,1,True,False,True,40-59,True,True,eligible_for_structure_screen,False,False,True,False,False
2004,11218,1,2EEL,1,1,1,81,81,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
2005,11219,1,2DL3,1,1,1,57,57,1,0,0,1,True,False,True,40-59,True,True,eligible_for_structure_screen,False,False,True,False,False
2006,11220,1,2DL7,1,1,1,64,64,1,0,0,1,True,False,True,60-79,True,True,eligible_for_structure_screen,False,False,True,False,False
2007,11221,1,2E6Q,1,1,1,100,100,1,0,0,1,True,False,True,100-149,True,True,eligible_for_structure_screen,False,False,True,False,False
2008,11222,1,2DL5,1,1,1,66,66,1,0,0,1,True,False,True,60-79,True,True,eligible_for_structure_screen,False,False,True,False,False
2009,11223,1,2DL9,1,1,1,86,86,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
201,4945,1,1HS7,1,1,1,114,114,1,0,0,1,True,False,True,100-149,True,True,eligible_for_structure_screen,False,False,True,False,False
2010,11224,1,2EQI,1,1,1,57,57,1,0,0,1,True,False,True,40-59,True,True,eligible_for_structure_screen,False,False,True,False,False
2011,11225,1,2DL8,1,1,1,63,63,1,0,0,1,True,False,True,60-79,True,True,eligible_for_structure_screen,False,False,True,False,False
2012,11226,1,2E7K,1,1,1,81,81,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
2013,11227,1,2E7H,1,1,1,86,86,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
2014,11228,1,2YSQ,1,1,1,73,73,1,0,0,1,True,False,True,60-79,True,True,eligible_for_structure_screen,False,False,True,False,False
2015,11229,1,2E6P,1,1,1,91,91,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
2016,11230,1,2E7B,1,1,1,85,85,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
2017,11231,1,2YRL,1,1,1,86,86,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
2018,11232,1,2E7M,1,1,1,95,95,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
2019,11233,1,2DLP,1,1,1,69,69,1,0,0,1,True,False,True,60-79,True,True,eligible_for_structure_screen,False,False,True,False,False
202,4946,1,1HZK,1,1,1,0,0,0,0,0,1,False,False,True,0,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
2020,11234,1,2YSL,1,1,1,56,56,1,0,0,1,True,False,True,40-59,True,True,eligible_for_structure_screen,False,False,True,False,False
2021,11235,1,2E7C,1,1,1,102,102,1,0,0,1,True,False,True,100-149,True,True,eligible_for_structure_screen,False,False,True,False,False
2022,11236,1,2YR3,1,1,1,86,86,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
2023,11237,1,2YSM,1,1,1,101,101,1,0,0,1,True,False,True,100-149,True,True,eligible_for_structure_screen,False,False,True,False,False
2024,11238,1,2YRH,1,1,1,31,31,0,0,0,1,False,False,True,20-39,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
2025,11239,1,2YRJ,1,1,1,34,34,0,0,0,1,False,False,True,20-39,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
2026,11240,1,2COO,1,1,1,56,56,1,0,0,1,True,False,True,40-59,True,True,eligible_for_structure_screen,False,False,True,False,False
2027,11242,1,2DLM,1,1,1,55,55,1,0,0,1,True,False,True,40-59,True,True,eligible_for_structure_screen,False,False,True,False,False
2028,11244,1,2EQR,1,1,1,53,53,1,0,0,1,True,False,True,40-59,True,True,eligible_for_structure_screen,False,False,True,False,False
2029,11245,1,1UH6,1,1,1,88,88,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
203,4947,1,1HZL,1,1,1,0,0,0,0,0,1,False,False,True,0,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
2030,11246,1,1WLN,1,1,1,109,109,1,0,0,1,True,False,True,100-149,True,True,eligible_for_structure_screen,False,False,True,False,False
2031,11247,1,2CSW,1,1,1,126,126,1,0,0,1,True,False,True,100-149,True,True,eligible_for_structure_screen,False,False,True,False,False
2032,11248,1,2YUB,1,1,1,101,101,1,0,0,1,True,False,True,100-149,True,True,eligible_for_structure_screen,False,False,True,False,False
2033,11250,1,2RRE,1,1,1,70,70,1,0,0,1,True,False,True,60-79,True,True,eligible_for_structure_screen,False,False,True,False,False
2034,11251,1,2RRF,1,1,1,124,124,1,0,0,1,True,False,True,100-149,True,True,eligible_for_structure_screen,False,False,True,False,False
2035,11252,1,2RRD,1,1,1,88,88,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
2036,11253,1,1V5O,1,1,1,85,85,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
2037,11254,1,1V6E,1,1,1,90,90,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
2038,11255,1,1V95,1,1,1,105,105,1,0,0,1,True,False,True,100-149,True,True,eligible_for_structure_screen,False,False,True,False,False
2039,11256,1,1WGG,1,1,1,87,87,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
204,4948,1,1HOY,2,2,2,0,0,0,0,0,2,False,False,False,0,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
2040,11257,1,1WGH,1,1,1,89,89,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
2041,11258,1,1WGK,1,1,1,95,95,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
2042,11259,1,1WGL,1,1,1,47,47,1,0,0,1,True,False,True,40-59,True,True,eligible_for_structure_screen,False,False,True,False,False
2043,11260,1,1WGN,1,1,1,52,52,1,0,0,1,True,False,True,40-59,True,True,eligible_for_structure_screen,False,False,True,False,False
2044,11261,1,1WX7,1,1,1,88,88,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
2045,11262,1,1WX8,1,1,1,77,77,1,0,0,1,True,False,True,60-79,True,True,eligible_for_structure_screen,False,False,True,False,False
2046,11263,1,1WX9,1,1,1,74,74,1,0,0,1,True,False,True,60-79,True,True,eligible_for_structure_screen,False,False,True,False,False
2047,11264,1,1WXA,1,1,1,93,93,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
2048,11265,1,1WXM,1,1,1,69,69,1,0,0,1,True,False,True,60-79,True,True,eligible_for_structure_screen,False,False,True,False,False
2049,11266,1,1WY8,1,1,1,76,76,1,0,0,1,True,False,True,60-79,True,True,eligible_for_structure_screen,False,False,True,False,False
205,4950,1,1QA4,1,1,1,0,0,0,0,0,1,False,False,True,0,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
2050,11267,1,1WZ0,1,1,1,83,83,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
2051,11268,1,1X1M,1,1,1,91,91,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
2052,11269,1,2DAE,1,1,1,64,64,1,0,0,1,True,False,True,60-79,True,True,eligible_for_structure_screen,False,False,True,False,False
2053,11270,1,2DAF,1,1,1,97,97,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
2054,11271,1,2DAH,1,1,1,45,45,1,0,0,1,True,False,True,40-59,True,True,eligible_for_structure_screen,False,False,True,False,False
2055,11272,1,2DAJ,1,1,1,76,76,1,0,0,1,True,False,True,60-79,True,True,eligible_for_structure_screen,False,False,True,False,False
2056,11273,1,2DAL,1,1,1,49,49,1,0,0,1,True,False,True,40-59,True,True,eligible_for_structure_screen,False,False,True,False,False
2057,11274,1,2DAM,1,1,1,55,55,1,0,0,1,True,False,True,40-59,True,True,eligible_for_structure_screen,False,False,True,False,False
2058,11275,1,2DHX,1,1,1,84,84,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
2059,11276,1,2DHY,1,1,1,56,56,1,0,0,1,True,False,True,40-59,True,True,eligible_for_structure_screen,False,False,True,False,False
206,4951,1,1QA5,1,1,1,0,0,0,0,0,1,False,False,True,0,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
2060,11277,1,2DHZ,1,1,1,103,103,1,0,0,1,True,False,True,100-149,True,True,eligible_for_structure_screen,False,False,True,False,False
2061,11278,1,2DI0,1,1,1,61,61,1,0,0,1,True,False,True,60-79,True,True,eligible_for_structure_screen,False,False,True,False,False
2062,11279,1,2DZI,1,1,1,71,71,1,0,0,1,True,False,True,60-79,True,True,eligible_for_structure_screen,False,False,True,False,False
2063,11280,1,2DZJ,1,1,1,76,76,1,0,0,1,True,False,True,60-79,True,True,eligible_for_structure_screen,False,False,True,False,False
2064,11281,1,2DZK,1,1,1,90,90,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
2065,11282,1,2DZL,1,1,1,51,51,1,0,0,1,True,False,True,40-59,True,True,eligible_for_structure_screen,False,False,True,False,False
2066,11283,1,2DZM,1,1,1,83,83,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
2067,11284,1,1WXT,1,1,1,53,53,1,0,0,1,True,False,True,40-59,True,True,eligible_for_structure_screen,False,False,True,False,False
2068,11285,1,1WXU,1,1,1,79,79,1,0,0,1,True,False,True,60-79,True,True,eligible_for_structure_screen,False,False,True,False,False
2069,11286,1,1X3A,1,1,1,88,88,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
207,4954,2,1HZE;1I18,1,1,1,94,94,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
2070,11287,1,1X3C,1,1,1,58,58,1,0,0,1,True,False,True,40-59,True,True,eligible_for_structure_screen,False,False,True,False,False
2071,11288,1,1X3D,1,1,1,100,100,1,0,0,1,True,False,True,100-149,True,True,eligible_for_structure_screen,False,False,True,False,False
2072,11289,1,1X3H,1,1,1,67,67,1,0,0,1,True,False,True,60-79,True,True,eligible_for_structure_screen,False,False,True,False,False
2073,11290,1,1X5X,1,1,1,87,87,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
2074,11291,1,1X5Y,1,1,1,90,90,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
2075,11292,1,1X5Z,1,1,1,94,94,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
2076,11293,1,2CU8,1,1,1,61,61,1,0,0,1,True,False,True,60-79,True,True,eligible_for_structure_screen,False,False,True,False,False
2077,11294,1,2DAW,1,1,1,131,131,1,0,0,1,True,False,True,100-149,True,True,eligible_for_structure_screen,False,False,True,False,False
2078,11295,1,2DAX,1,1,1,132,132,1,0,0,1,True,False,True,100-149,True,True,eligible_for_structure_screen,False,False,True,False,False
2079,11296,1,2DAY,1,1,1,111,111,1,0,0,1,True,False,True,100-149,True,True,eligible_for_structure_screen,False,False,True,False,False
208,4957,1,1I1S,1,1,1,91,91,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
2080,11297,1,2DIG,1,1,1,54,54,1,0,0,1,True,False,True,40-59,True,True,eligible_for_structure_screen,False,False,True,False,False
2081,11298,1,2DII,1,1,1,49,49,1,0,0,1,True,False,True,40-59,True,True,eligible_for_structure_screen,False,False,True,False,False
2082,11299,1,2DIL,1,1,1,56,56,1,0,0,1,True,False,True,40-59,True,True,eligible_for_structure_screen,False,False,True,False,False
2083,11300,1,2DIM,1,1,1,56,56,1,0,0,1,True,False,True,40-59,True,True,eligible_for_structure_screen,False,False,True,False,False
2084,11301,1,2DIN,1,1,1,50,50,1,0,0,1,True,False,True,40-59,True,True,eligible_for_structure_screen,False,False,True,False,False
2085,11302,1,2DMD,1,1,1,73,73,1,0,0,1,True,False,True,60-79,True,True,eligible_for_structure_screen,False,False,True,False,False
2086,11303,1,2DMF,1,1,1,117,117,1,0,0,1,True,False,True,100-149,True,True,eligible_for_structure_screen,False,False,True,False,False
2087,11304,1,2DOC,1,1,1,102,102,1,0,0,1,True,False,True,100-149,True,True,eligible_for_structure_screen,False,False,True,False,False
2088,11305,1,1V6G,1,1,1,61,61,1,0,0,1,True,False,True,60-79,True,True,eligible_for_structure_screen,False,False,True,False,False
2089,11306,1,1V87,1,1,1,99,99,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
209,4958,1,2NBI,1,1,1,78,78,1,0,0,1,True,False,True,60-79,True,True,eligible_for_structure_screen,False,False,True,False,False
2090,11307,1,1WIM,1,1,1,82,82,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
2091,11308,1,1WIR,1,1,1,102,102,1,0,0,1,True,False,True,100-149,True,True,eligible_for_structure_screen,False,False,True,False,False
2092,11309,1,1WJV,1,1,1,68,68,1,0,0,1,True,False,True,60-79,True,True,eligible_for_structure_screen,False,False,True,False,False
2093,11310,1,1WJW,1,1,1,93,93,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
2094,11311,1,1X3B,1,1,1,129,129,1,0,0,1,True,False,True,100-149,True,True,eligible_for_structure_screen,False,False,True,False,False
2095,11312,1,1X5W,1,1,1,50,50,1,0,0,1,True,False,True,40-59,True,True,eligible_for_structure_screen,False,False,True,False,False
2096,11313,1,2CSY,1,1,1,66,66,1,0,0,1,True,False,True,60-79,True,True,eligible_for_structure_screen,False,False,True,False,False
2097,11314,1,2CSZ,1,1,1,54,54,1,0,0,1,True,False,True,40-59,True,True,eligible_for_structure_screen,False,False,True,False,False
2098,11315,1,2CT0,1,1,1,55,55,1,0,0,1,True,False,True,40-59,True,True,eligible_for_structure_screen,False,False,True,False,False
2099,11316,1,2CT1,1,1,1,57,57,1,0,0,1,True,False,True,40-59,True,True,eligible_for_structure_screen,False,False,True,False,False
21,4210,1,1BA5,1,1,1,0,0,0,0,0,1,False,False,True,0,True,False,fewer_than_40_strict_hn_pairs,False,False,False,False,False
210,4959,1,1INZ,1,1,1,139,139,1,0,0,1,True,False,True,100-149,True,True,eligible_for_structure_screen,False,False,True,False,False
2100,11317,1,2CT2,1,1,1,75,75,1,0,0,1,True,False,True,60-79,True,True,eligible_for_structure_screen,False,False,True,False,False
2101,11318,1,2CT4,1,1,1,58,58,1,0,0,1,True,False,True,40-59,True,True,eligible_for_structure_screen,False,False,True,False,False
2102,11319,1,2CT5,1,1,1,57,57,1,0,0,1,True,False,True,40-59,True,True,eligible_for_structure_screen,False,False,True,False,False
2103,11320,1,2CT6,1,1,1,97,97,1,0,0,1,True,False,True,80-99,True,True,eligible_for_structure_screen,False,False,True,False,False
2104,11321,1,2CT7,1,1,1,68,68,1,0,0,1,True,False,True,60-79,True,True,eligible_for_structure_screen,False,False,True,False,False
